name,detail_url,listing_address,listing_languages,map_url,listing_website,services,regular_staff_languages,casual_volunteer_languages,reduced_mobility_access,daycare,contact_hours,phone,email,website,address,holiday_period,territory_covered,administrative_region,municipality,source_last_updated
Carrefour Jeunesse-Emploi de Beauce-Nord (Sainte-Marie),https://www.quebec.ca/en/immigration/partners/44/carrefour-jeunesse-emploi-de-beauce-nord-sainte-marie,"168, Notre-Dame Sud Sainte-Marie (Chaudière-Appalaches) G6E 4A6 Tel. : 418 386-2532 Fax : 418 386-2536","Français, Anglais, Espagnol, Portugais, Arabe","http://maps.google.ca/maps?q=168, Notre-Dame Sud Sainte-Marie,  G6E4A4",https://www.cjebn.com,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Espagnol, Portugais, Arabe","Français, Anglais, Espagnol, Arabe",,,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 16 h 30.,418-386-2532,information@cjebn.com,http://www.cjebn.com,"168, Notre-Dame Sud Sainte-Marie (Québec) G6E 4A6 Voir sur la carte",Bureau fermé deux semaines pendant la période des fêtes,MRC de La Nouvelle-Beauce et MRC de Robert-Cliche,Chaudière-Appalaches,Sainte-Marie,"June 10, 2025"
Carrefour Jeunesse-Emploi de Beauce-Nord (St-Joseph),https://www.quebec.ca/en/immigration/partners/158/carrefour-jeunesse-emploi-de-beauce-nord-st-joseph,"785, avenue Guy-Poulin Saint-Joseph-de-Beauce (Chaudière-Appalaches) G0S 2V0 Tel. : 418 397-8045 Fax : 418 397-8049","Français, Anglais, Espagnol, Portugais, Arabe","https://www.google.ca/maps/place/785+Av.+Guy-Poulin,+Saint-Joseph-de-Beauce,+QC+G0S+2V0/@46.316989,-70.8720511,16z/data=!3m1!4b1!4m6!3m5!1s0x4cb9ade0d0036e93:0xa4ea10edecca19a7!8m2!3d46.316989!4d-70.8694762!16s%2Fg%2F11cs87w8sj?entry=ttu&g_ep=EgoyMDI1MDkyMy4wIKXMDSoASAFQAw%3D%3D",https://www.cjebn.com,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Espagnol, Portugais, Arabe","Français, Anglais, Espagnol, Arabe",Yes,,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 16 h 30.,418-397-8045,information@cjebn.com,http://www.cjebn.com,"785, avenue Guy-Poulin Saint-Joseph-de-Beauce (Québec) G0S 2V0 Voir sur la carte",Bureau fermé deux semaines pendant la période des fêtes,MRC de La Nouvelle-Beauce et MRC de Robert-Cliche,Chaudière-Appalaches,Saint-Joseph-de-Beauce,"June 10, 2025"
Carrefour Jeunesse-Emploi de Beauce-Sud (Saint-Georges),https://www.quebec.ca/en/immigration/partners/46/carrefour-jeunesse-emploi-de-beauce-sud-saint-georges,"11920, 1ère Avenue Saint-Georges (Chaudière-Appalaches) G5Y 2E1 Tel. : 418 228-9610 Fax : 418 227-9007","Français, Anglais, Espagnol, Arabe, Allemand","http://maps.google.ca/maps?q=11920, 1ère Avenue Saint-Georges, Québec G5Y2E1",https://www.cjebeauce-sud.com,"Accueil, installation, intégration, renseignement et référence | Session Objectif intégration | Jumelage interculturel | Personne ayant demandé l'asile (DA) - Recherche de logement | Régionalisation/établissement hors Montréal","Français, Anglais, Espagnol, Arabe, Allemand","Français, Anglais, Espagnol, Allemand, Tagalog, Italien, Créole, Portugais, Arabe",Yes,,"Du lundi au jeudi de 8 h 30 à 12 h et de 13 h à 16 h 30, mercredi de 16 h 30 à 19 h 30 et le vendredi de 10 h à 12 h et de 13 h à 16 h 30.",418-228-9610,dg@cjebeauce-sud.com,http://www.cjebeauce-sud.com,"11920, 1ère Avenue Saint-Georges (Québec) G5Y 2E1 Voir sur la carte",Bureau fermé durant les deux semaines du temps de fêtes,Circonscription de Beauce-Sud; MRC Beauce-Sartigan et certaines municipalités de Beauce-Sud dans les MRC avoisinantes.,Chaudière-Appalaches,Saint-Georges,"June 10, 2025"
Carrefour Jeunesse-Emploi de Beauce-Sud (Saint-Éphrem),https://www.quebec.ca/en/immigration/partners/212/carrefour-jeunesse-emploi-de-beauce-sud-saint-ephrem,"34, route 271 sud Saint-Éphrem (Chaudière-Appalaches) G0M 1R0 Tel. : 418 228-9610 Fax : 418 227-9007","Français, Anglais, Espagnol",https://maps.app.goo.gl/pbjChUSeWnVRpNyp6,https://www.cjebeauce-sud.com,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal","Français, Anglais, Espagnol","Français, Anglais, Espagnol",Yes,,Sur Rendez-vous uniquement,418-228-9610,cje@cjebeauce-sud.com,http://www.cjebeauce-sud.com,"34, route 271 sud Saint-Éphrem (Québec) G0M 1R0 Voir sur la carte",Bureau fermé durant les deux semaines du temps de fêtes,Les municipalités de la MRC Beauce-Sartigan,Chaudière-Appalaches,Saint-Éphrem,"June 10, 2025"
CARREFOUR JEUNESSE-EMPLOI DE FRONTENAC,https://www.quebec.ca/en/immigration/partners/176/carrefour-jeunesse-emploi-de-frontenac,"257, Notre dame Ouest Thetford Mines (Chaudière-Appalaches) G6G 1J7 Tel. : 418 335-0802","Français, Anglais, Espagnol, Arabe",https://goo.gl/maps/zHokASGhMCfGWVyp6,https://www.cjefrontenac.com,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Espace Parents | Session Objectif intégration","Français, Anglais, Espagnol, Arabe","Français, Anglais, Espagnol, Arabe",Yes,,"Le lundi, mardi et jeudi de 8 h 30 à 12 h et de 13 h à 16 h 30, le mercredi de 8 h 30 à 12 h et de 13 h à 16 h 30 et de (17 h à 20 h sur un rendez-vous ), le vendredi 8 h 30 à 12 h.",418-335-0802,dg@cjefrontenac.com,http://www.cjefrontenac.com,"257, Notre dame Ouest Thetford Mines (Québec) G6G 1J7 Voir sur la carte",Bureau fermé les deux semaines de la construction et deux semaines pendant la période des fétes,Toutes les municipalités de la MRC des Appalaches,Chaudière-Appalaches,Thetford Mines,"June 10, 2025"
Carrefour Jeunesse-Emploi de L'Outaouais,https://www.quebec.ca/en/immigration/partners/47/carrefour-jeunesse-emploi-de-loutaouais,"350, boulevard de La Gappe Gatineau (Outaouais) J8T 7T9 Tel. : 819 561-7712 Fax : 819 561-1455","Français, Anglais","http://maps.google.ca/maps?q=350, boulevard de La Gappe Gatineau, Québec J8T7T9",https://www.cjeo.qc.ca,"Accueil, installation, intégration, renseignement et référence | Session Objectif intégration","Français, Anglais","Français, Anglais",Yes,,"Lundi, mercredi, jeudi et vendredi de 8 h 30 à à 17 h, mardi de 8 h 30 à 20 h. Pour la période estivale, l’organisme ferme à 16 h 30 du lundi au jeudi et à 12 h les vendredis.",819-561-7712,direction@cjeo.qc.ca,http://www.cjeo.qc.ca,"350, boulevard de La Gappe Gatineau (Québec) J8T 7T9 Voir sur la carte",Bureau fermé deux semaines pour la période des fêtes.,Gatineau; Hull; Aylmer,Outaouais,Gatineau,"June 10, 2025"
Carrefour Jeunesse-emploi des Laurentides,https://www.quebec.ca/en/immigration/partners/193/carrefour-jeunesse-emploi-des-laurentides,97 rue Principale Est Sainte-Agathe-des-Monts (Laurentides) J8C 1J9 Tel. : 819 321-1774,"Français, Anglais, Espagnol",https://maps.app.goo.gl/cJVjsa9LFkzZLMyy9,https://cjelaurentides.org/,"Accueil, installation, intégration, renseignement et référence","Français, Anglais, Espagnol","Français, Anglais, Espagnol",Yes,,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 16 h 30.,819-321-1774,info@cjelaurentides.org ,https://cjelaurentides.org/,97 rue Principale Est Sainte-Agathe-des-Monts (Québec) J8C 1J9 Voir sur la carte,Bureau fermé 2 semaines à la période des fêtes,Les municipalités de la MRC des Laurentides,Laurentides,Sainte-Agathe-des-Monts,"June 10, 2025"
Carrefour Jeunesse-emploi des Laurentides (Mont-Tremblant),https://www.quebec.ca/en/immigration/partners/194/carrefour-jeunesse-emploi-des-laurentides-mont-tremblant,"763, Rue de Saint-Jovite Mont-Tremblant (Laurentides) J8E 3J8 Tel. : 819 425-1200","Français, Anglais, Espagnol",https://maps.app.goo.gl/ShM72fFmwJ84VSYS6,https://cjelaurentides.org/,"Accueil, installation, intégration, renseignement et référence","Français, Anglais, Espagnol","Français, Anglais",Yes,,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 16 h 30.,819-425-1200,info@cjelaurentides.org ,https://cjelaurentides.org/,"763, Rue de Saint-Jovite Mont-Tremblant (Québec) J8E 3J8 Voir sur la carte",Bureau fermé 2 semaines à la période des fêtes,Les municipalités de la MRC des Laurentides,Laurentides,Mont-Tremblant,"June 10, 2025"
Carrefour jeunesse-emploi des Îles,https://www.quebec.ca/en/immigration/partners/195/carrefour-jeunesse-emploi-des-iles,"210, chemin Principal Cap-aux-Meules (Gaspésie-Îles-de-la-Madeleine) G4T 1C7 Tel. : 418 986-2536 Fax : 418 986-2522","Français, Anglais",https://maps.app.goo.gl/QYSEQhR139FrzSdB8,https://www.cjedesiles.com/,"Accueil, installation, intégration, renseignement et référence","Français, Anglais","Français, Anglais",Yes,,Du lundi au jeudi de 9 h à 12 h et de 13 h à 16 h 30.,418-986-2536,info@cjedesiles.qc.ca,https://www.cjedesiles.com/,"210, chemin Principal Cap-aux-Meules (Québec) G4T 1C7 Voir sur la carte",Bureau fermé 2 semaines à la période des fêtes,Communauté maritime des Îles-de-la-Madeleine,Gaspésie-Îles-de-la-Madeleine,Cap-aux-Meules,"June 10, 2025"
Carrefour Jeunesse-Emploi du Témiscamingue,https://www.quebec.ca/en/immigration/partners/156/carrefour-jeunesse-emploi-du-temiscamingue,"4, rue Saint Michel Ville-Marie (Abitibi-Témiscamingue) J9V 2B5 Tel. : 819 622-2538 Fax : 819 622-2320",Français uniquement,https://goo.gl/maps/rXfKsHmHU81HQWfy8,https://cjet.qc.ca,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Session Objectif intégration",Français uniquement,Français uniquement,Yes,,"Du lundi au jeudi de 8 h 30 à 12 h et de 13 h à 16 h 30, le vendredi de 8 h 30 à 12 h.",819-622-2538,accueil@djet.qc.ca,http://cjet.qc.ca,"4, rue Saint Michel Ville-Marie (Québec) J9V 2B5 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Les municipalités de la MRC de Témiscamingue,Abitibi-Témiscamingue,Ville-Marie,"June 10, 2025"
Carrefour Jeunesse-emploi Les Etchemins,https://www.quebec.ca/en/immigration/partners/213/carrefour-jeunesse-emploi-les-etchemins,135 Principale Sainte-Justine (Chaudière-Appalaches) G0R 1Y0 Tel. : 418 625-2533 Fax : 418 625-2534,"Français, Anglais, Espagnol",https://maps.app.goo.gl/VaWFxEuGaDVN89ss5,https://www.cjeetchemins.ca,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel","Français, Anglais, Espagnol","Français, Anglais",Yes,,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 17 h.,418-625-2533,info@cjeetchemins.ca,http://www.cjeetchemins.ca,135 Principale Sainte-Justine (Québec) G0R 1Y0 Voir sur la carte,Bureau fermé durant les deux semaines du temps de fêtes,Les municipalités de la MRC de Etchemins,Chaudière-Appalaches,Sainte-Justine,"June 10, 2025"
Carrefour Jeunesse-emploi Les Etchemins,https://www.quebec.ca/en/immigration/partners/49/carrefour-jeunesse-emploi-les-etchemins,"1554, route 277 Lac-Etchemin (Chaudière-Appalaches) G0R 1S0 Tel. : 418 625-2533 Fax : 418 625-2534","Français, Anglais, Espagnol","https://www.google.com/maps/place/1554+QC-277,+Lac-Etchemin,+QC+G0R+1S0/@46.403055,-70.5245913,17z/data=!3m1!4b1!4m5!3m4!1s0x4cb90a7be6186e5b:0x2245eba68489695b!8m2!3d46.4030513!4d-70.5224026",https://www.cjeetchemins.ca,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel","Français, Anglais, Espagnol","Français, Anglais",,,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 17 h.,418-625-2533,info@cjeetchemins.ca,http://www.cjeetchemins.ca,"1554, route 277 Lac-Etchemin (Québec) G0R 1S0 Voir sur la carte",Bureau fermé durant les deux semaines du temps de fêtes,Les municipalités de la MRC de Etchemin (Lac-Etchemin; Saint-Benjamin; Saint-Camille-de-Lellis; Saint-Cyprien; Sainte-Aurélie; Sainte-Justine; Sainte-Rose-de-Watford; Sainte-Sabine; Saint-Louis-de-Gonzague; Saint-Luc-de-Bellechasse; Saint-Magloire; Saint-Prosper; Saint-Zacharie),Chaudière-Appalaches,Lac-Etchemin,"June 10, 2025"
Carrefour Jeunesse-Emploi MRC La Côte-de-Gaspé,https://www.quebec.ca/en/immigration/partners/175/carrefour-jeunesse-emploi-mrc-la-cote-de-gaspe,"122, boulevard de Gaspé Gaspé (Gaspésie-Îles-de-la-Madeleine) G4X 1A9 Tel. : 418 368-2121","Français, Anglais, Espagnol",https://maps.app.goo.gl/ZgyA4my9nAWabp6Z7,https://www.cjecotedegaspe.ca,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel","Français, Anglais, Espagnol","Français, Anglais, Espagnol, Créole",Yes,,Du lundi au vendredi de 8 h à 12 h et de 13 h à 16 h.,418-368-2121,acceuil@cjecotedegaspe.ca,http://www.cjecotedegaspe.ca,"122, boulevard de Gaspé Gaspé (Québec) G4X 1A9 Voir sur la carte",Bureau fermé durant les deux semaines pendant la période des fêtes,"MRC de La cote-de-Gaspé, Territoire de St-George-de-Malbais, de barachois jusqu'à Coin-du-Banc, dans la MRC Rocher-Percé",Gaspésie-Îles-de-la-Madeleine,Gaspé,"June 10, 2025"
Carrefour Jeunesse-Emploi Saguenay Inc. (La Baie),https://www.quebec.ca/en/immigration/partners/53/carrefour-jeunesse-emploi-saguenay-inc-la-baie,"942, rue de la Fabrique La Baie (Saguenay-Lac-Saint-Jean) G7B 2T1 Tel. : 418 697-0271 Fax : 418 697 -027 I","Français, Anglais fonctionnel","https://www.google.com/maps/place/942+Rue+de+la+Fabrique,+La+Baie,+QC+G7B+2T1/data=!4m2!3m1!1s0x4cc01ea5dd2b4b03:0x77cba5c28ff59442?sa=X&ved=2ahUKEwjRn4Xm9Y7tAhV3F1kFHTFyD9EQ8gEwAHoECAQQAQ",https://www.cjesag.qc.ca,"Accueil, installation, intégration, renseignement et référence","Français, Anglais fonctionnel","Français, Anglais, Espagnol",Yes,,Du lundi au jeudi de 8 h 30 à 12 h et de 13 h à 16 h et vendredi de 8 h 30 à 12 h. Des activités sont offertes en soirée ou la fin de semaine.,418-697-0271,labaie@cjesag.qc.ca,http://www.cjesag.qc.ca,"942, rue de la Fabrique La Baie (Québec) G7B 2T1 Voir sur la carte",Bureau fermé durant les deux semaines du temps de fêtes,Les municipalités de la MRC du Fjord-du-Saguenay (Arrondissement de La Baie),Saguenay-Lac-Saint-Jean,La Baie,"June 10, 2025"
Carrefour Le Moutier,https://www.quebec.ca/en/immigration/partners/54/carrefour-le-moutier,219 rue Saint-Charles Ouest Longueuil (Montérégie) J4H 1E1 Tel. : 450 679-7111 Fax : 450 679-5562,"Français, Anglais, Espagnol, Perse, Arabe, Créole, Kirundi, Kinyarwanda, Farsi","https://www.google.com/maps/place/219+Rue+Saint-Charles+O,+Longueuil,+QC+J4H+1E1/@45.5380089,-73.5125354,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc91b65fca6eee7:0xd328839296587814!8m2!3d45.5380089!4d-73.5103467",https://www.carrefourmoutier.org,"Accueil, installation, intégration, renseignement et référence | Personne ayant demandé l'asile (DA) - Recherche de logement | Séances d'information pour les DA","Français, Anglais, Espagnol, Perse, Arabe, Créole, Kirundi, Kinyarwanda, Farsi","Français, Anglais, Arabe, Espagnol, Créole",,,Du lundi au vendredi de 9 h à 17 h.,450-679-7111,info@carrefourmoutier.org,http://www.carrefourmoutier.org,219 rue Saint-Charles Ouest Longueuil (Québec) J4H 1E1 Voir sur la carte,Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,"MRC de l'agglomération de Longueuil; MRC Marguerite-Youville. Principalement arrondissement du Vieux-Longueuil, Longueuil, Saint-Bruno et Boucherville",Montérégie,Longueuil,"June 10, 2025"
Centre Alpha Lira Inc.,https://www.quebec.ca/en/immigration/partners/56/centre-alpha-lira-inc,"425, avenue Arnaud Sept-Îles (Côte-Nord) G4R 3B3 Tel. : 418 968-9843 Fax : 418 968-0990","Français, Anglais, Arabe, Espagnol","https://www.google.com/maps/place/425+Av.+Arnaud,+Sept-%C3%8Eles,+QC+G4R+3B3/@50.2044291,-66.3893736,431m/data=!3m2!1e3!4b1!4m6!3m5!1s0x4c91de4712bd23ff:0xa092e8b18a7850ba!8m2!3d50.2044291!4d-66.3867987!16s%2Fg%2F11rgfzcd9m?entry=ttu&g_ep=EgoyMDI1MDkyNC4wIKXMDSoASAFQAw%3D%3D",https://www.centrealphalira.org,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Session Objectif intégration | Jumelage interculturel | Espace Parents | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Arabe, Espagnol","Français, Anglais",Yes,,"Lundi, mardi, jeudi et vendredi de 9 h à 16 h, et le jeudi de 8 h à 12 h. Le bureau est ouvert en soirée ou en fins lorsque des activités sont organisées. L'intervenante peut-être rejointe en tout temps sur son cellulaire.",418-968-9843,immigration@centrealphalira.org,http://www.centrealphalira.org,"425, avenue Arnaud Sept-Îles (Québec) G4R 3B3 Voir sur la carte",Bureau fermé entre Noël et le jour de l'An,L'ensemble des villes et municipalités des MRC de Sept-Rivières; de la Minganie (incluant Île de L'Anticosti) et du Golfe-du-St-Laurent,Côte-Nord,Sept-Îles,"June 10, 2025"
Centre Communautaire des Femmes Sud-Asiatiques,https://www.quebec.ca/en/immigration/partners/57/centre-communautaire-des-femmes-sud-asiatiques,"1035, rue Rachel Est Montréal (Montréal) H2J 2J5 Tel. : 514 528-8812 Fax : 514 528-0896","Français, Anglais, Bengali, Persan, Turc, Hindi, Ourdu, Pendjabi, Tamoul","http://maps.google.ca/maps?q=1035, rue Rachel Est, 3e étage Montréal, Québec H2J2J5",https://www.Sawcc-ccfsa.ca,"Accueil, installation, intégration, renseignement et référence","Français, Anglais, Bengali, Persan, Turc, Hindi, Ourdu, Pendjabi, Tamoul","Français, Anglais, Bengali, Persan, Turc, Hindi, Ourdu, Pendjabi, Tamoul",Yes,Available on site,"Du lundi au vendredi, de 9 h à 12 h 30 et de 13 h 30 à 17 h.",514-528-8812,sawcc@sawcc-ccfsa.ca,http://www.Sawcc-ccfsa.ca,"1035, rue Rachel Est Montréal (Québec) H2J 2J5 Voir sur la carte",Bureau fermé entre Noël et le jour de l'An,Montréal; Rive-Nord; Rive-Sud,Montréal,Montréal,"June 10, 2025"
Centre d'Action Bénévole de Montréal-Nord,https://www.quebec.ca/en/immigration/partners/59/centre-daction-benevole-de-montreal-nord,"4642, rue Forest Montréal (Montréal) H1H 2P3 Tel. : 514 328-1114 Fax : 514 328-4850","Français, Anglais, Arabe, Créole, Espagnol, Kabyle, Kinyarwanda, Kirundi, Kiswahili, Italien","http://maps.google.ca/maps?q=4642, rue Forest Montréal-Nord, Québec H1H2P3",https://www.cabmtl-nord.org,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel | Espace Parents","Français, Anglais, Arabe, Créole, Espagnol, Kabyle, Kinyarwanda, Kirundi, Kiswahili, Italien","Français, Anglais, Arabe (Libanais), Créole, Espagnol, Italien, Allemand, Portugais, Turc, Kabyle",Yes,,"Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 16 h 30. Durant l'été, soit entre le vendredi précédent la fête nationale du Québec du 24 juin au vendredi précédent la fête du travail, I'organisme ferme le vendredi à 16 h au lieu de 16 h 30.",514-328-1114,info@cabmtl-nord.org,http://www.cabmtl-nord.org,"4642, rue Forest Montréal (Québec) H1H 2P3 Voir sur la carte",Bureau fermé entre Noël et le jour de l'An,Grande région métropolitaine de Montréal,Montréal,Montréal,"June 10, 2025"
Centre d'Action Socio-Communautaire de Montréal,https://www.quebec.ca/en/immigration/partners/60/centre-daction-socio-communautaire-de-montreal,"32, boulevard Saint-Joseph Ouest Montréal (Montréal) H2T 2P3 Tel. : 514 842-8045 Fax : 514 842-2356","Français, Anglais, Espagnol, Portugais","http://maps.google.ca/maps?q=32, boulevard Saint-Joseph Ouest Montréal, Québec H2T2P3",https://www.cascmontreal.ca,"Accueil, installation, intégration, renseignement et référence","Français, Anglais, Espagnol, Portugais","Français, Anglais, Espagnol, Portugais",Yes,,"Le lundi de 13 h 30 à 17 h, mardi, mercredi, jeudi et vendredi de 9 h à 12 h 30 et de 13 h 30 à 17 h.",514-842-8045,accueil@cascmontreal.ca,http://www.cascmontreal.ca,"32, boulevard Saint-Joseph Ouest Montréal (Québec) H2T 2P3 Voir sur la carte",Bureau fermé entre Noël et le jour de l'An,Montréal; Rive-Nord; Rive-Sud,Montréal,Montréal,"June 10, 2025"
Centre d'appui aux Communautés Immigrantes de Bordeaux-Cartierville,https://www.quebec.ca/en/immigration/partners/25/centre-dappui-aux-communautes-immigrantes-de-bordeaux-cartierville,"12049, boulevard Laurentien Montréal (Montréal) H4K 1M8 Tel. : 514 279-3669 Fax : 514 856-6029","Français, Anglais, Arménien, Espagnol, Arabe, Berbère, Kabyle, Ukrainien, Russe, Créole (haïtien), Créole (mauricien), Hindi, Ourdou, Albanais, Wolof, Bansoa, Bandjoun, Bafang, Bamejoun, Bameka, Bamiliké, Mandarin, Malayalam, Roumain, Italien, Moldave, Turc, Persan","https://www.google.com/maps/place/12049+Boulevard+Laurentien,+Montr%C3%A9al,+QC+H4K+1M7/@45.5268515,-73.7187735,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc92291c464f78d:0x96ced47ba6e9483d!8m2!3d45.5268478!4d-73.7165848",https://www.carrefourble.qc.ca,Régionalisation/établissement hors Montréal | Intervenant communautaire interculturel (ICI) - Femmes,"Français, Anglais, Arménien, Espagnol, Arabe, Berbère, Kabyle, Ukrainien, Russe, Créole (haïtien), Créole (mauricien), Hindi, Ourdou, Albanais, Wolof, Bansoa, Bandjoun, Bafang, Bamejoun, Bameka, Bamiliké, Mandarin, Malayalam, Roumain, Italien, Moldave, Turc, Persan","Français, Anglais, Arménien, Espagnol, Arabe, Berbère, Kabyle, Ukrainien, Russe, Créole (Haïtien), Créole (Mauricien), Hindi, Ourdou, Albanais, Wolof, Bansoa, Bandjoun, Bafang, Bamejoun, Bameka, Bamiliké, Mandarin, Malayalam, Roumain, Italien: Moldave, Turc, Persan",Yes,Available on site,De lundi au vendredi de 9 h à 21 h 30.,514-279-3669,cout@carrefourble.qc.ca,http://www.carrefourble.qc.ca,"12049, boulevard Laurentien Montréal (Québec) H4K 1M8 Voir sur la carte",Bureau fermé du 22 décembre au 20 janvier,Tous les arrondissements (Ahuntsic-Cartierville; Saint-Laurent; Laval; Longueuil; Anjou; Montréal-Nord; Rivière-des-Prairies; Villeray/Saint-Michel/Parc-Extension; Pierrefonds Roxborro; Dollard-des-Ormeaux; Dorval; Plateau-Mont-Royal; Côte-des-Neiges; Notre-Dame-de-Grâce; Ville-Marie; Beaconsfield; L'Ile-Bizard; Lachine; Lasalle; Mercier; Hochelaga; Maisonneuve; Verdun; Rosemont-La Petite-Patrie; etc.),Montréal,Montréal,"June 10, 2025"
Centre D'appui Aux Communautés Immigrantes De Bordeaux-Cartierville,https://www.quebec.ca/en/immigration/partners/214/centre-dappui-aux-communautes-immigrantes-de-bordeaux-cartierville,"4800, rue de Salaberry Montréal (Montréal) H4J 2P1 Tel. : 515 856-3511 Fax : 515 856-6029","Français, Anglais, Arménien, Espagnol, Arabe, Berbère, Kabyle, Ukrainien, Russe: Créole (haïtien), Créole (mauricien), Hindi, Ourdou, Albanais, Wolof, Bansoa, Bandjoun, Bafang, Bamejoun, Bameka, Bamiliké, Mandarin, Malayalam, Roumain, Italien: Moldave, Turc, Persan",https://maps.app.goo.gl/LBtk7fzG7UKYYokL7,https://www.caci-bc.org,"Accueil, installation, intégration, renseignement et référence | Intervenant communautaire interculturel (ICI) | Intervenant communautaire interculturel (ICI) - Femmes | Jumelage interculturel | Espace Parents | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Arménien, Espagnol, Arabe, Berbère, Kabyle, Ukrainien, Russe: Créole (haïtien), Créole (mauricien), Hindi, Ourdou, Albanais, Wolof, Bansoa, Bandjoun, Bafang, Bamejoun, Bameka, Bamiliké, Mandarin, Malayalam, Roumain, Italien: Moldave, Turc, Persan","Français, Anglais, Arménien, Espagnol, Arabe, Berbère, Kabyle, Ukrainien, Russe: Créole (haïtien), Créole (mauricien), Hindi, Ourdou, Albanais, Wolof, Bansoa, Bandjoun, Bafang, Bamejoun, Bameka, Bamiliké, Mandarin, Malayalam, Roumain, Italien: Moldave, Turc, Persan",Yes,Available on site,De lundi au vendredi de 9 h à 17 h.,515-856-3511,info@caci-bc.org,http://www.caci-bc.org,"4800, rue de Salaberry Montréal (Québec) H4J 2P1 Voir sur la carte",Bureau fermé du 22 décembre au 20 janvier,"Ahuntsic-Cartierville; Saint-Laurent; Laval; Longueuil; Anjou; Montréal-Nord; Rivière-des-Prairies; Villeray/Saint-Michel/Parc-Extension; Pierrefonds Roxborro; Dollard-des-Ormeaux; Dorval; Plateau-Mont-Royal; Côte-des-Neiges; Notre-Dame-de-Grâce; Ville-Marie; Beaconsfield, L'Ile-Bizard; Lachine; Lasalle; Mercier; Hochelaga; Maisonneuve; Verdun; Rosemont-La Petite-Patrie; etc.",Montréal,Montréal,"June 10, 2025"
Centre d'Intégration Multi-Services de l'Ouest-De-l'Île (C.I.M.O.I) Dorval,https://www.quebec.ca/en/immigration/partners/142/centre-dintegration-multi-services-de-louest-de-lile-cimoi-dorval,"1425, route Transcanadienne Dorval (Montréal) H9P 2W9 Tel. : 514 305-1414 Fax : 514 542-0563","Français, Anglais, Arabe, Espagnol, Hindi, Mandarin, Allemand, Penjabi, Polonais, Hongrois, Urdu","https://www.google.ca/maps/place/1425+Rte+Transcanadienne,+Dorval,+QC+H9P+2W9/@45.4891371,-73.7776691,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc93cdf95323dd5:0xeb48a337fcd8f21f!8m2!3d45.4891334!4d-73.7754804",https://www.cimoi.com,"Accueil, installation, intégration, renseignement et référence | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Arabe, Espagnol, Hindi, Mandarin, Allemand, Penjabi, Polonais, Hongrois, Urdu",Français uniquement,Yes,,"Lundi, mardi et mercredi de 8 h 30 à 16 h 30 et 17 h 30 à 21 h, jeudi et vendredi de 8 h 30 à 16 h 30.",514-305-1414,info@cimoi.com,http://www.cimoi.com,"1425, route Transcanadienne Dorval (Québec) H9P 2W9 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Grande région métropolitaine de Montréal,Montréal,Dorval,"June 10, 2025"
